time,station,tlmax,tlmin,tl_mittel,rf_mittel
1990-01-01T00:00+00:00,5925,-0.1,-1.6,-0.9,83.0
1990-01-02T00:00+00:00,5925,1.4,-2.3,-0.5,78.0
1990-01-03T00:00+00:00,5925,1.4,-0.7,0.4,66.0
1990-01-04T00:00+00:00,5925,1.2,-5.5,-2.2,78.0
1990-01-05T00:00+00:00,5925,-1.0,-4.6,-2.8,85.0
1990-01-06T00:00+00:00,5925,-3.4,-5.7,-4.6,78.0
1990-01-07T00:00+00:00,5925,-5.2,-8.5,-6.9,90.0
1990-01-08T00:00+00:00,5925,-5.4,-8.0,-6.7,92.0
1990-01-09T00:00+00:00,5925,-1.7,-8.7,-5.2,81.0
1990-01-10T00:00+00:00,5925,1.0,-2.7,-0.9,75.0
1990-01-11T00:00+00:00,5925,-1.5,-5.3,-3.4,90.0
1990-01-12T00:00+00:00,5925,-1.7,-7.3,-4.5,90.0
1990-01-13T00:00+00:00,5925,-4.3,-7.2,-5.8,98.0
1990-01-14T00:00+00:00,5925,-1.1,-6.5,-3.8,92.0
1990-01-15T00:00+00:00,5925,-1.5,-3.7,-2.6,95.0
1990-01-16T00:00+00:00,5925,9.1,-4.6,2.3,80.0
1990-01-17T00:00+00:00,5925,13.1,8.1,10.6,73.0
1990-01-18T00:00+00:00,5925,10.1,5.6,7.9,67.0
1990-01-19T00:00+00:00,5925,6.9,2.5,4.7,67.0
1990-01-20T00:00+00:00,5925,7.0,2.9,5.0,63.0
1990-01-21T00:00+00:00,5925,8.3,5.3,6.8,83.0
1990-01-22T00:00+00:00,5925,12.8,7.8,10.3,67.0
1990-01-23T00:00+00:00,5925,9.8,2.8,6.3,80.0
1990-01-24T00:00+00:00,5925,9.8,0.1,5.0,81.0
1990-01-25T00:00+00:00,5925,10.4,5.1,7.8,65.0
1990-01-26T00:00+00:00,5925,10.9,7.6,9.3,60.0
1990-01-27T00:00+00:00,5925,12.8,4.1,8.5,52.0
1990-01-28T00:00+00:00,5925,7.9,1.4,4.7,84.0
1990-01-29T00:00+00:00,5925,8.2,4.1,6.2,75.0
1990-01-30T00:00+00:00,5925,7.5,3.8,5.7,94.0
1990-01-31T00:00+00:00,5925,6.5,0.2,3.4,98.0
1990-02-01T00:00+00:00,5925,7.4,4.7,6.1,90.0
1990-02-02T00:00+00:00,5925,8.6,3.1,5.9,80.0
1990-02-03T00:00+00:00,5925,13.3,3.8,8.6,72.0
1990-02-04T00:00+00:00,5925,12.7,8.4,10.6,49.0
1990-02-05T00:00+00:00,5925,10.4,2.2,6.3,62.0
1990-02-06T00:00+00:00,5925,11.6,1.4,6.5,65.0
1990-02-07T00:00+00:00,5925,9.3,2.8,6.1,75.0
1990-02-08T00:00+00:00,5925,7.9,1.0,4.5,84.0
1990-02-09T00:00+00:00,5925,13.8,6.9,10.4,53.0
1990-02-10T00:00+00:00,5925,9.4,3.3,6.4,63.0
1990-02-11T00:00+00:00,5925,6.3,3.4,4.9,77.0
1990-02-12T00:00+00:00,5925,6.0,0.8,3.4,92.0
1990-02-13T00:00+00:00,5925,6.4,3.1,4.8,67.0
1990-02-14T00:00+00:00,5925,8.0,1.2,4.6,78.0
1990-02-15T00:00+00:00,5925,7.0,1.2,4.1,89.0
1990-02-16T00:00+00:00,5925,7.1,2.8,5.0,60.0
1990-02-17T00:00+00:00,5925,7.9,2.2,5.1,60.0
1990-02-18T00:00+00:00,5925,9.4,1.7,5.6,71.0
1990-02-19T00:00+00:00,5925,12.1,3.1,7.6,76.0
1990-02-20T00:00+00:00,5925,14.2,4.8,9.5,80.0
1990-02-21T00:00+00:00,5925,15.1,3.9,9.5,81.0
1990-02-22T00:00+00:00,5925,14.3,7.6,11.0,64.0
1990-02-23T00:00+00:00,5925,13.5,3.7,8.6,63.0
1990-02-24T00:00+00:00,5925,17.1,4.0,10.6,60.0
1990-02-25T00:00+00:00,5925,18.0,5.4,11.7,63.0
1990-02-26T00:00+00:00,5925,19.5,6.9,13.2,46.0
1990-02-27T00:00+00:00,5925,16.1,3.1,9.6,79.0
1990-02-28T00:00+00:00,5925,7.7,4.0,5.9,67.0
1990-03-01T00:00+00:00,5925,12.1,5.0,8.6,51.0
1990-03-02T00:00+00:00,5925,7.7,2.3,5.0,67.0
1990-03-03T00:00+00:00,5925,4.6,0.9,2.8,68.0
1990-03-04T00:00+00:00,5925,9.0,2.8,5.9,61.0
1990-03-05T00:00+00:00,5925,12.2,5.6,8.9,56.0
1990-03-06T00:00+00:00,5925,14.7,7.6,11.2,39.0
1990-03-07T00:00+00:00,5925,13.8,10.0,11.9,53.0
1990-03-08T00:00+00:00,5925,18.3,4.6,11.5,58.0
1990-03-09T00:00+00:00,5925,17.2,9.3,13.3,53.0
1990-03-10T00:00+00:00,5925,16.4,5.6,11.0,75.0
1990-03-11T00:00+00:00,5925,18.2,5.4,11.8,55.0
1990-03-12T00:00+00:00,5925,19.2,11.1,15.2,55.0
1990-03-13T00:00+00:00,5925,15.8,7.5,11.7,50.0
1990-03-14T00:00+00:00,5925,14.2,4.1,9.2,56.0
1990-03-15T00:00+00:00,5925,12.8,9.1,11.0,63.0
1990-03-16T00:00+00:00,5925,15.0,4.9,10.0,59.0
1990-03-17T00:00+00:00,5925,15.2,5.3,10.3,44.0
1990-03-18T00:00+00:00,5925,18.9,5.2,12.1,42.0
1990-03-19T00:00+00:00,5925,21.1,6.0,13.6,38.0
1990-03-20T00:00+00:00,5925,20.5,5.5,13.0,47.0
1990-03-21T00:00+00:00,5925,22.2,13.4,17.8,51.0
1990-03-22T00:00+00:00,5925,24.0,14.1,19.1,47.0
1990-03-23T00:00+00:00,5925,21.7,10.4,16.1,82.0
1990-03-24T00:00+00:00,5925,18.2,6.5,12.4,63.0
1990-03-25T00:00+00:00,5925,15.9,5.9,10.9,74.0
1990-03-26T00:00+00:00,5925,9.7,4.6,7.2,58.0
1990-03-27T00:00+00:00,5925,11.3,5.9,8.6,61.0
1990-03-28T00:00+00:00,5925,13.0,5.8,9.4,88.0
1990-03-29T00:00+00:00,5925,11.0,6.3,8.7,92.0
1990-03-30T00:00+00:00,5925,11.6,6.4,9.0,84.0
1990-03-31T00:00+00:00,5925,16.9,7.8,12.4,64.0
1990-04-01T00:00+00:00,5925,18.9,6.5,12.7,64.0
1990-04-02T00:00+00:00,5925,23.1,9.2,16.2,56.0
1990-04-03T00:00+00:00,5925,22.3,8.9,15.6,52.0
1990-04-04T00:00+00:00,5925,18.8,7.3,13.1,71.0
1990-04-05T00:00+00:00,5925,10.2,6.4,8.3,69.0
1990-04-06T00:00+00:00,5925,9.4,5.9,7.7,90.0
1990-04-07T00:00+00:00,5925,8.1,5.7,6.9,98.0
1990-04-08T00:00+00:00,5925,6.3,3.0,4.7,75.0
1990-04-09T00:00+00:00,5925,10.1,1.0,5.6,52.0
1990-04-10T00:00+00:00,5925,10.5,2.8,6.7,58.0
1990-04-11T00:00+00:00,5925,10.0,5.0,7.5,71.0
1990-04-12T00:00+00:00,5925,12.4,5.0,8.7,67.0
1990-04-13T00:00+00:00,5925,14.7,6.4,10.6,49.0
1990-04-14T00:00+00:00,5925,18.8,5.1,12.0,49.0
1990-04-15T00:00+00:00,5925,17.9,7.5,12.7,70.0
1990-04-16T00:00+00:00,5925,13.3,7.5,10.4,58.0
1990-04-17T00:00+00:00,5925,15.8,7.3,11.6,52.0
1990-04-18T00:00+00:00,5925,14.8,6.0,10.4,58.0
1990-04-19T00:00+00:00,5925,11.5,7.7,9.6,88.0
1990-04-20T00:00+00:00,5925,14.6,7.7,11.2,79.0
1990-04-21T00:00+00:00,5925,13.6,8.6,11.1,78.0
1990-04-22T00:00+00:00,5925,12.1,8.5,10.3,80.0
1990-04-23T00:00+00:00,5925,12.1,8.7,10.4,96.0
1990-04-24T00:00+00:00,5925,15.1,8.0,11.6,70.0
1990-04-25T00:00+00:00,5925,14.7,9.7,12.2,69.0
1990-04-26T00:00+00:00,5925,14.7,10.1,12.4,75.0
1990-04-27T00:00+00:00,5925,17.2,9.4,13.3,65.0
1990-04-28T00:00+00:00,5925,13.2,6.4,9.8,45.0
1990-04-29T00:00+00:00,5925,14.3,7.2,10.8,51.0
1990-04-30T00:00+00:00,5925,17.3,7.0,12.2,62.0
1990-05-01T00:00+00:00,5925,19.4,13.3,16.4,66.0
1990-05-02T00:00+00:00,5925,23.0,12.5,17.8,53.0
1990-05-03T00:00+00:00,5925,20.0,11.1,15.6,45.0
1990-05-04T00:00+00:00,5925,23.3,13.2,18.3,52.0
1990-05-05T00:00+00:00,5925,25.1,12.6,18.9,51.0
1990-05-06T00:00+00:00,5925,25.2,13.9,19.6,51.0
1990-05-07T00:00+00:00,5925,22.6,12.4,17.5,61.0
1990-05-08T00:00+00:00,5925,24.6,12.1,18.4,53.0
1990-05-09T00:00+00:00,5925,24.8,13.4,19.1,59.0
1990-05-10T00:00+00:00,5925,25.2,15.1,20.2,60.0
1990-05-11T00:00+00:00,5925,25.3,15.1,20.2,55.0
1990-05-12T00:00+00:00,5925,22.8,14.4,18.6,81.0
1990-05-13T00:00+00:00,5925,22.9,11.9,17.4,65.0
1990-05-14T00:00+00:00,5925,23.9,14.2,19.1,64.0
1990-05-15T00:00+00:00,5925,23.6,15.3,19.5,59.0
1990-05-16T00:00+00:00,5925,24.8,14.7,19.8,68.0
1990-05-17T00:00+00:00,5925,26.7,15.7,21.2,71.0
1990-05-18T00:00+00:00,5925,21.3,15.3,18.3,56.0
1990-05-19T00:00+00:00,5925,18.3,11.5,14.9,48.0
1990-05-20T00:00+00:00,5925,18.7,10.7,14.7,53.0
1990-05-21T00:00+00:00,5925,21.7,12.8,17.3,53.0
1990-05-22T00:00+00:00,5925,22.1,14.3,18.2,67.0
1990-05-23T00:00+00:00,5925,24.1,13.5,18.8,68.0
1990-05-24T00:00+00:00,5925,26.7,16.5,21.6,66.0
1990-05-25T00:00+00:00,5925,25.2,11.5,18.4,85.0
1990-05-26T00:00+00:00,5925,16.6,9.8,13.2,50.0
1990-05-27T00:00+00:00,5925,18.2,11.5,14.9,46.0
1990-05-28T00:00+00:00,5925,17.1,10.3,13.7,60.0
1990-05-29T00:00+00:00,5925,16.9,8.2,12.6,49.0
1990-05-30T00:00+00:00,5925,18.2,9.3,13.8,50.0
1990-05-31T00:00+00:00,5925,19.5,9.7,14.6,53.0
1990-06-01T00:00+00:00,5925,21.3,12.0,16.7,60.0
1990-06-02T00:00+00:00,5925,24.7,11.9,18.3,58.0
1990-06-03T00:00+00:00,5925,21.8,13.6,17.7,70.0
1990-06-04T00:00+00:00,5925,21.2,11.4,16.3,68.0
1990-06-05T00:00+00:00,5925,22.7,14.5,18.6,60.0
1990-06-06T00:00+00:00,5925,19.5,12.9,16.2,80.0
1990-06-07T00:00+00:00,5925,23.3,13.1,18.2,65.0
1990-06-08T00:00+00:00,5925,21.5,13.5,17.5,79.0
1990-06-09T00:00+00:00,5925,20.6,13.1,16.9,58.0
1990-06-10T00:00+00:00,5925,18.8,10.5,14.7,76.0
1990-06-11T00:00+00:00,5925,18.4,10.8,14.6,81.0
1990-06-12T00:00+00:00,5925,22.9,13.5,18.2,66.0
1990-06-13T00:00+00:00,5925,20.7,14.5,17.6,77.0
1990-06-14T00:00+00:00,5925,22.6,14.9,18.8,68.0
1990-06-15T00:00+00:00,5925,21.0,15.2,18.1,78.0
1990-06-16T00:00+00:00,5925,18.9,14.1,16.5,72.0
1990-06-17T00:00+00:00,5925,23.1,14.6,18.9,55.0
1990-06-18T00:00+00:00,5925,26.2,13.7,20.0,59.0
1990-06-19T00:00+00:00,5925,28.6,18.9,23.8,57.0
1990-06-20T00:00+00:00,5925,28.9,17.9,23.4,65.0
1990-06-21T00:00+00:00,5925,26.7,15.8,21.3,75.0
1990-06-22T00:00+00:00,5925,27.6,13.9,20.8,69.0
1990-06-23T00:00+00:00,5925,25.5,14.3,19.9,79.0
1990-06-24T00:00+00:00,5925,22.8,14.3,18.6,57.0
1990-06-25T00:00+00:00,5925,24.8,16.1,20.5,54.0
1990-06-26T00:00+00:00,5925,26.8,19.0,22.9,58.0
1990-06-27T00:00+00:00,5925,28.9,17.7,23.3,60.0
1990-06-28T00:00+00:00,5925,30.5,20.3,25.4,63.0
1990-06-29T00:00+00:00,5925,29.5,19.6,24.6,60.0
1990-06-30T00:00+00:00,5925,32.8,22.0,27.4,48.0
1990-07-01T00:00+00:00,5925,30.7,19.5,25.1,72.0
1990-07-02T00:00+00:00,5925,21.6,15.2,18.4,84.0
1990-07-03T00:00+00:00,5925,23.5,13.2,18.4,64.0
1990-07-04T00:00+00:00,5925,21.8,13.9,17.9,91.0
1990-07-05T00:00+00:00,5925,27.0,13.4,20.2,53.0
1990-07-06T00:00+00:00,5925,24.7,14.8,19.8,76.0
1990-07-07T00:00+00:00,5925,20.0,12.8,16.4,58.0
1990-07-08T00:00+00:00,5925,18.3,14.3,16.3,81.0
1990-07-09T00:00+00:00,5925,29.8,17.5,23.7,65.0
1990-07-10T00:00+00:00,5925,27.6,15.2,21.4,78.0
1990-07-11T00:00+00:00,5925,21.4,14.1,17.8,53.0
1990-07-12T00:00+00:00,5925,25.1,13.0,19.1,52.0
1990-07-13T00:00+00:00,5925,28.0,15.6,21.8,52.0
1990-07-14T00:00+00:00,5925,26.5,16.4,21.5,54.0
1990-07-15T00:00+00:00,5925,24.4,12.9,18.7,47.0
1990-07-16T00:00+00:00,5925,28.8,14.0,21.4,46.0
1990-07-17T00:00+00:00,5925,27.5,19.1,23.3,68.0
1990-07-18T00:00+00:00,5925,20.5,15.9,18.2,62.0
1990-07-19T00:00+00:00,5925,21.3,15.6,18.5,61.0
1990-07-20T00:00+00:00,5925,24.6,15.0,19.8,57.0
1990-07-21T00:00+00:00,5925,28.3,18.7,23.5,48.0
1990-07-22T00:00+00:00,5925,29.3,20.6,25.0,50.0
1990-07-23T00:00+00:00,5925,27.1,16.7,21.9,43.0
1990-07-24T00:00+00:00,5925,25.9,16.3,21.1,44.0
1990-07-25T00:00+00:00,5925,24.8,16.0,20.4,53.0
1990-07-26T00:00+00:00,5925,25.6,17.0,21.3,57.0
1990-07-27T00:00+00:00,5925,27.5,16.2,21.9,50.0
1990-07-28T00:00+00:00,5925,29.5,16.5,23.0,48.0
1990-07-29T00:00+00:00,5925,32.3,18.2,25.3,49.0
1990-07-30T00:00+00:00,5925,32.3,19.6,26.0,51.0
1990-07-31T00:00+00:00,5925,30.9,22.4,26.7,51.0
1990-08-01T00:00+00:00,5925,31.6,21.9,26.8,45.0
1990-08-02T00:00+00:00,5925,30.2,22.0,26.1,47.0
1990-08-03T00:00+00:00,5925,27.6,18.8,23.2,48.0
1990-08-04T00:00+00:00,5925,28.4,18.1,23.3,48.0
1990-08-05T00:00+00:00,5925,31.9,17.5,24.7,48.0
1990-08-06T00:00+00:00,5925,29.7,19.0,24.4,65.0
1990-08-07T00:00+00:00,5925,21.5,16.0,18.8,79.0
1990-08-08T00:00+00:00,5925,21.9,15.7,18.8,64.0
1990-08-09T00:00+00:00,5925,24.5,14.6,19.6,54.0
1990-08-10T00:00+00:00,5925,28.4,17.4,22.9,46.0
1990-08-11T00:00+00:00,5925,25.8,18.7,22.3,55.0
1990-08-12T00:00+00:00,5925,30.4,16.0,23.2,53.0
1990-08-13T00:00+00:00,5925,33.3,18.1,25.7,50.0
1990-08-14T00:00+00:00,5925,32.6,20.8,26.7,49.0
1990-08-15T00:00+00:00,5925,30.2,20.8,25.5,71.0
1990-08-16T00:00+00:00,5925,30.7,20.4,25.6,54.0
1990-08-17T00:00+00:00,5925,28.3,13.8,21.1,82.0
1990-08-18T00:00+00:00,5925,22.3,13.8,18.1,55.0
1990-08-19T00:00+00:00,5925,23.2,14.0,18.6,75.0
1990-08-20T00:00+00:00,5925,30.2,14.5,22.4,57.0
1990-08-21T00:00+00:00,5925,27.8,17.2,22.5,72.0
1990-08-22T00:00+00:00,5925,17.9,15.1,16.5,85.0
1990-08-23T00:00+00:00,5925,23.8,15.1,19.5,61.0
1990-08-24T00:00+00:00,5925,25.2,15.2,20.2,60.0
1990-08-25T00:00+00:00,5925,29.4,14.9,22.2,60.0
1990-08-26T00:00+00:00,5925,29.3,18.7,24.0,62.0
1990-08-27T00:00+00:00,5925,28.9,19.8,24.4,58.0
1990-08-28T00:00+00:00,5925,30.1,18.2,24.2,51.0
1990-08-29T00:00+00:00,5925,31.0,19.6,25.3,52.0
1990-08-30T00:00+00:00,5925,31.7,19.4,25.6,53.0
1990-08-31T00:00+00:00,5925,30.7,19.0,24.9,56.0
1990-09-01T00:00+00:00,5925,27.2,16.0,21.6,79.0
1990-09-02T00:00+00:00,5925,18.5,14.6,16.6,74.0
1990-09-03T00:00+00:00,5925,20.1,15.0,17.6,76.0
1990-09-04T00:00+00:00,5925,19.9,15.0,17.5,88.0
1990-09-05T00:00+00:00,5925,17.8,14.0,15.9,75.0
1990-09-06T00:00+00:00,5925,20.8,12.2,16.5,52.0
1990-09-07T00:00+00:00,5925,18.5,12.5,15.5,82.0
1990-09-08T00:00+00:00,5925,16.5,10.6,13.6,74.0
1990-09-09T00:00+00:00,5925,18.7,13.2,16.0,70.0
1990-09-10T00:00+00:00,5925,16.6,12.8,14.7,76.0
1990-09-11T00:00+00:00,5925,15.2,11.4,13.3,84.0
1990-09-12T00:00+00:00,5925,16.2,12.2,14.2,69.0
1990-09-13T00:00+00:00,5925,18.4,10.5,14.5,65.0
1990-09-14T00:00+00:00,5925,20.0,12.8,16.4,63.0
1990-09-15T00:00+00:00,5925,20.4,11.6,16.0,64.0
1990-09-16T00:00+00:00,5925,19.1,12.8,16.0,55.0
1990-09-17T00:00+00:00,5925,20.1,7.9,14.0,62.0
1990-09-18T00:00+00:00,5925,17.4,11.8,14.6,84.0
1990-09-19T00:00+00:00,5925,18.0,10.2,14.1,67.0
1990-09-20T00:00+00:00,5925,21.7,12.5,17.1,61.0
1990-09-21T00:00+00:00,5925,19.2,11.0,15.1,77.0
1990-09-22T00:00+00:00,5925,15.2,9.8,12.5,80.0
1990-09-23T00:00+00:00,5925,19.0,14.0,16.5,90.0
1990-09-24T00:00+00:00,5925,17.4,13.5,15.5,79.0
1990-09-25T00:00+00:00,5925,19.7,8.3,14.0,59.0
1990-09-26T00:00+00:00,5925,16.1,12.3,14.2,65.0
1990-09-27T00:00+00:00,5925,17.6,11.7,14.7,62.0
1990-09-28T00:00+00:00,5925,16.1,9.9,13.0,58.0
1990-09-29T00:00+00:00,5925,19.2,7.2,13.2,70.0
1990-09-30T00:00+00:00,5925,21.7,8.8,15.3,73.0
1990-10-01T00:00+00:00,5925,24.4,14.4,19.4,63.0
1990-10-02T00:00+00:00,5925,21.9,13.2,17.6,72.0
1990-10-03T00:00+00:00,5925,18.0,7.2,12.6,80.0
1990-10-04T00:00+00:00,5925,16.4,10.4,13.4,85.0
1990-10-05T00:00+00:00,5925,16.0,11.3,13.7,77.0
1990-10-06T00:00+00:00,5925,20.9,7.2,14.1,66.0
1990-10-07T00:00+00:00,5925,18.7,10.6,14.7,78.0
1990-10-08T00:00+00:00,5925,17.3,10.6,14.0,79.0
1990-10-09T00:00+00:00,5925,12.8,8.7,10.8,68.0
1990-10-10T00:00+00:00,5925,15.7,5.1,10.4,74.0
1990-10-11T00:00+00:00,5925,16.3,6.0,11.2,78.0
1990-10-12T00:00+00:00,5925,17.4,6.6,12.0,80.0
1990-10-13T00:00+00:00,5925,20.1,9.5,14.8,79.0
1990-10-14T00:00+00:00,5925,19.9,11.3,15.6,81.0
1990-10-15T00:00+00:00,5925,20.1,11.5,15.8,71.0
1990-10-16T00:00+00:00,5925,20.6,11.6,16.1,69.0
1990-10-17T00:00+00:00,5925,18.5,11.0,14.8,67.0
1990-10-18T00:00+00:00,5925,18.1,10.9,14.5,75.0
1990-10-19T00:00+00:00,5925,16.8,11.6,14.2,85.0
1990-10-20T00:00+00:00,5925,16.9,13.2,15.1,83.0
1990-10-21T00:00+00:00,5925,14.6,7.8,11.2,56.0
1990-10-22T00:00+00:00,5925,8.6,4.0,6.3,61.0
1990-10-23T00:00+00:00,5925,9.8,0.2,5.0,68.0
1990-10-24T00:00+00:00,5925,9.9,2.1,6.0,68.0
1990-10-25T00:00+00:00,5925,9.9,0.8,5.4,77.0
1990-10-26T00:00+00:00,5925,10.9,5.5,8.2,65.0
1990-10-27T00:00+00:00,5925,10.2,7.1,8.7,91.0
1990-10-28T00:00+00:00,5925,12.8,6.5,9.7,81.0
1990-10-29T00:00+00:00,5925,12.5,8.0,10.3,83.0
1990-10-30T00:00+00:00,5925,14.6,8.5,11.6,68.0
1990-10-31T00:00+00:00,5925,14.7,9.0,11.9,67.0
1990-11-01T00:00+00:00,5925,12.3,9.6,11.0,72.0
1990-11-02T00:00+00:00,5925,15.1,5.5,10.3,69.0
1990-11-03T00:00+00:00,5925,11.3,6.2,8.8,89.0
1990-11-04T00:00+00:00,5925,8.9,6.1,7.5,73.0
1990-11-05T00:00+00:00,5925,8.8,4.4,6.6,73.0
1990-11-06T00:00+00:00,5925,6.8,3.2,5.0,80.0
1990-11-07T00:00+00:00,5925,5.3,2.8,4.1,77.0
1990-11-08T00:00+00:00,5925,7.7,4.2,6.0,68.0
1990-11-09T00:00+00:00,5925,9.3,5.9,7.6,74.0
1990-11-10T00:00+00:00,5925,9.9,2.2,6.1,73.0
1990-11-11T00:00+00:00,5925,4.7,-0.2,2.3,94.0
1990-11-12T00:00+00:00,5925,7.0,2.0,4.5,96.0
1990-11-13T00:00+00:00,5925,12.3,6.4,9.4,83.0
1990-11-14T00:00+00:00,5925,10.1,5.3,7.7,86.0
1990-11-15T00:00+00:00,5925,8.8,5.5,7.2,93.0
1990-11-16T00:00+00:00,5925,11.3,7.5,9.4,70.0
1990-11-17T00:00+00:00,5925,15.9,4.4,10.2,62.0
1990-11-18T00:00+00:00,5925,16.1,10.1,13.1,65.0
1990-11-19T00:00+00:00,5925,11.2,5.5,8.4,86.0
1990-11-20T00:00+00:00,5925,8.3,5.1,6.7,95.0
1990-11-21T00:00+00:00,5925,9.5,6.4,8.0,76.0
1990-11-22T00:00+00:00,5925,9.6,6.7,8.2,87.0
1990-11-23T00:00+00:00,5925,15.3,7.3,11.3,76.0
1990-11-24T00:00+00:00,5925,9.8,6.3,8.1,79.0
1990-11-25T00:00+00:00,5925,11.1,2.2,6.7,77.0
1990-11-26T00:00+00:00,5925,11.1,7.7,9.4,74.0
1990-11-27T00:00+00:00,5925,8.0,5.2,6.6,97.0
1990-11-28T00:00+00:00,5925,7.5,5.0,6.3,90.0
1990-11-29T00:00+00:00,5925,6.0,4.2,5.1,79.0
1990-11-30T00:00+00:00,5925,6.0,1.0,3.5,74.0
1990-12-01T00:00+00:00,5925,1.2,-0.4,0.4,63.0
1990-12-02T00:00+00:00,5925,0.7,-1.1,-0.2,92.0
1990-12-03T00:00+00:00,5925,0.7,-4.8,-2.1,94.0
1990-12-04T00:00+00:00,5925,2.8,-4.7,-1.0,84.0
1990-12-05T00:00+00:00,5925,4.1,1.7,2.9,85.0
1990-12-06T00:00+00:00,5925,3.1,0.5,1.8,72.0
1990-12-07T00:00+00:00,5925,0.6,-4.1,-1.8,70.0
1990-12-08T00:00+00:00,5925,-0.6,-2.7,-1.7,91.0
1990-12-09T00:00+00:00,5925,1.9,-1.4,0.3,96.0
1990-12-10T00:00+00:00,5925,4.6,1.2,2.9,97.0
1990-12-11T00:00+00:00,5925,6.8,2.9,4.9,78.0
1990-12-12T00:00+00:00,5925,5.2,1.5,3.4,67.0
1990-12-13T00:00+00:00,5925,4.4,3.0,3.7,78.0
1990-12-14T00:00+00:00,5925,4.9,2.4,3.7,73.0
1990-12-15T00:00+00:00,5925,2.5,0.7,1.6,86.0
1990-12-16T00:00+00:00,5925,1.9,0.9,1.4,93.0
1990-12-17T00:00+00:00,5925,1.4,0.0,0.7,83.0
1990-12-18T00:00+00:00,5925,1.1,-0.3,0.4,94.0
1990-12-19T00:00+00:00,5925,2.3,0.1,1.2,86.0
1990-12-20T00:00+00:00,5925,1.8,-2.5,-0.4,73.0
1990-12-21T00:00+00:00,5925,4.0,-0.7,1.7,73.0
1990-12-22T00:00+00:00,5925,6.1,3.6,4.9,84.0
1990-12-23T00:00+00:00,5925,5.5,0.9,3.2,89.0
1990-12-24T00:00+00:00,5925,1.0,-3.6,-1.3,82.0
1990-12-25T00:00+00:00,5925,-1.3,-3.5,-2.4,78.0
1990-12-26T00:00+00:00,5925,1.1,-2.5,-0.7,87.0
1990-12-27T00:00+00:00,5925,7.5,0.0,3.8,87.0
1990-12-28T00:00+00:00,5925,6.7,3.5,5.1,67.0
1990-12-29T00:00+00:00,5925,4.0,-0.7,1.7,88.0
1990-12-30T00:00+00:00,5925,5.3,1.9,3.6,91.0
1990-12-31T00:00+00:00,5925,6.1,3.5,4.8,98.0
1991-01-01T00:00+00:00,5925,8.2,3.3,5.8,85.0
1991-01-02T00:00+00:00,5925,7.7,3.5,5.6,67.0
1991-01-03T00:00+00:00,5925,14.7,6.8,10.8,70.0
1991-01-04T00:00+00:00,5925,13.7,2.2,8.0,88.0
1991-01-05T00:00+00:00,5925,9.2,4.8,7.0,76.0
1991-01-06T00:00+00:00,5925,9.9,2.4,6.2,62.0
1991-01-07T00:00+00:00,5925,8.6,1.8,5.2,78.0
1991-01-08T00:00+00:00,5925,9.9,5.5,7.7,75.0
1991-01-09T00:00+00:00,5925,8.1,2.7,5.4,92.0
1991-01-10T00:00+00:00,5925,5.9,1.5,3.7,89.0
1991-01-11T00:00+00:00,5925,8.1,5.1,6.6,87.0
1991-01-12T00:00+00:00,5925,11.8,7.2,9.5,66.0
1991-01-13T00:00+00:00,5925,9.0,5.3,7.2,79.0
1991-01-14T00:00+00:00,5925,5.4,0.7,3.1,66.0
1991-01-15T00:00+00:00,5925,1.1,-4.2,-1.6,63.0
1991-01-16T00:00+00:00,5925,0.3,-4.6,-2.2,75.0
1991-01-17T00:00+00:00,5925,0.0,-5.8,-2.9,80.0
1991-01-18T00:00+00:00,5925,3.2,-6.1,-1.5,65.0
1991-01-19T00:00+00:00,5925,2.6,-3.1,-0.3,61.0
1991-01-20T00:00+00:00,5925,-1.0,-7.0,-4.0,97.0
1991-01-21T00:00+00:00,5925,-0.5,-4.9,-2.7,89.0
1991-01-22T00:00+00:00,5925,0.6,-4.8,-2.1,77.0
1991-01-23T00:00+00:00,5925,2.1,-0.3,0.9,85.0
1991-01-24T00:00+00:00,5925,3.6,1.1,2.4,72.0
1991-01-25T00:00+00:00,5925,4.9,2.3,3.6,70.0
1991-01-26T00:00+00:00,5925,3.1,-0.8,1.2,81.0
1991-01-27T00:00+00:00,5925,1.3,-0.9,0.2,83.0
1991-01-28T00:00+00:00,5925,4.0,1.0,2.5,73.0
1991-01-29T00:00+00:00,5925,3.0,-1.1,1.0,73.0
1991-01-30T00:00+00:00,5925,3.4,-1.6,0.9,64.0
1991-01-31T00:00+00:00,5925,-1.5,-9.4,-5.5,52.0
1991-02-01T00:00+00:00,5925,-4.3,-11.6,-8.0,54.0
1991-02-02T00:00+00:00,5925,-1.3,-10.5,-5.9,53.0
1991-02-03T00:00+00:00,5925,-0.2,-9.0,-4.6,55.0
1991-02-04T00:00+00:00,5925,-1.5,-7.7,-4.6,66.0
1991-02-05T00:00+00:00,5925,-2.7,-10.7,-6.7,67.0
1991-02-06T00:00+00:00,5925,-6.8,-14.4,-10.6,73.0
1991-02-07T00:00+00:00,5925,-2.8,-7.3,-5.1,93.0
1991-02-08T00:00+00:00,5925,-1.1,-8.4,-4.8,92.0
1991-02-09T00:00+00:00,5925,0.9,-3.3,-1.2,83.0
1991-02-10T00:00+00:00,5925,2.5,-4.2,-0.9,87.0
1991-02-11T00:00+00:00,5925,6.8,-0.7,3.1,58.0
